booking_date_id,adults,children,babies
BD169,2,1.0,0
BD170,2,0.0,0
BD171,2,0.0,0
BD172,2,0.0,0
BD173,2,0.0,0
BD174,2,0.0,0
BD175,2,0.0,0
BD176,2,0.0,0
BD177,2,0.0,0
BD178,2,0.0,0
BD179,2,0.0,0
BD180,2,2.0,0
BD181,1,0.0,0
BD182,2,0.0,0
BD183,2,0.0,0
BD184,2,0.0,0
BD185,2,0.0,0
BD186,2,0.0,0
BD187,2,0.0,0
BD188,2,0.0,0
BD189,1,0.0,0
BD190,2,0.0,0
BD191,2,0.0,0
BD192,2,0.0,0
BD193,2,0.0,0
BD194,2,0.0,0
BD195,2,1.0,0
BD196,2,0.0,0
BD197,2,0.0,0
BD198,1,0.0,0
BD199,3,0.0,0
BD200,1,0.0,0
BD201,3,2.0,0
BD202,2,0.0,0
BD203,3,0.0,0
BD204,2,0.0,0
BD205,2,0.0,0
BD206,2,0.0,0
BD207,2,0.0,0
BD208,2,0.0,0
BD209,2,0.0,0
BD210,2,0.0,0
BD211,2,0.0,0
BD212,2,0.0,0
BD213,2,0.0,0
BD214,2,0.0,0
BD215,2,0.0,0
BD216,2,0.0,0
BD217,1,0.0,0
BD218,2,0.0,0
BD219,2,0.0,0
BD220,2,0.0,0
BD221,2,0.0,0
BD222,2,0.0,0
BD223,2,1.0,0
BD224,2,0.0,0
BD225,2,0.0,0
BD226,2,0.0,0
BD227,3,0.0,0
BD228,3,0.0,0
BD229,2,0.0,0
BD230,2,2.0,0
BD231,3,0.0,0
BD232,2,2.0,0
BD233,2,0.0,0
BD234,2,2.0,0
BD235,2,2.0,0
BD236,2,0.0,1
BD237,2,0.0,0
BD238,2,0.0,0
BD239,1,0.0,0
BD240,2,0.0,0
BD241,2,0.0,0
BD242,2,0.0,0
BD243,2,0.0,0
BD244,2,0.0,0
BD245,2,0.0,0
BD246,2,0.0,0
BD247,2,0.0,0
BD248,2,0.0,0
BD249,2,0.0,0
BD250,2,0.0,0
BD251,2,0.0,0
BD252,2,0.0,0
BD253,2,0.0,0
BD254,2,1.0,0
BD255,2,0.0,0
BD256,2,0.0,0
BD257,2,0.0,0
BD258,2,0.0,0
BD259,2,0.0,0
BD260,2,0.0,0
BD261,2,0.0,0
BD262,2,0.0,0
BD263,2,0.0,0
BD264,2,0.0,2
BD265,2,2.0,0
BD266,2,0.0,0
BD267,2,0.0,0
BD268,2,0.0,0
BD269,2,0.0,0
BD270,1,0.0,0
BD271,2,1.0,0
BD272,2,1.0,1
BD273,3,1.0,0
BD274,2,0.0,0
BD275,2,0.0,0
BD276,2,0.0,1
BD277,2,0.0,0
BD278,2,1.0,0
BD279,2,0.0,0
BD280,2,1.0,0
BD281,2,0.0,0
BD282,2,0.0,1
BD283,2,0.0,0
BD284,3,0.0,0
BD285,2,0.0,0
BD286,2,0.0,0
BD287,2,0.0,0
BD288,2,0.0,0
BD289,2,0.0,0
BD290,2,0.0,0
BD291,1,0.0,0
BD292,2,0.0,0
BD293,2,0.0,0
BD294,2,0.0,0
BD295,2,0.0,0
BD296,2,0.0,0
BD297,2,0.0,0
BD298,2,0.0,0
BD299,2,0.0,0
BD300,2,0.0,0
BD301,2,0.0,0
BD302,2,0.0,0
BD303,2,2.0,0
BD304,2,0.0,0
BD305,2,0.0,0
BD306,2,0.0,0
BD307,2,2.0,0
BD308,2,0.0,0
BD309,2,1.0,0
BD310,2,0.0,0
BD311,2,0.0,0
BD312,2,0.0,0
BD313,2,0.0,0
BD314,2,0.0,1
BD315,3,1.0,0
BD316,2,0.0,0
BD317,2,0.0,1
BD318,2,0.0,0
BD319,2,0.0,0
BD320,2,0.0,0
BD321,2,0.0,0
BD322,2,0.0,0
BD323,2,0.0,0
BD324,2,0.0,0
BD325,2,0.0,0
BD326,2,0.0,0
BD327,2,0.0,0
BD328,2,10.0,0
BD329,2,0.0,0
BD330,2,0.0,0
BD331,2,2.0,0
BD332,2,0.0,0
BD333,2,0.0,0
BD334,2,0.0,0
BD335,2,0.0,0
BD336,2,0.0,0
BD337,2,0.0,0
BD338,2,0.0,0
BD339,2,0.0,0
BD340,2,0.0,1
BD341,2,2.0,0
BD342,2,0.0,0
BD343,2,0.0,0
BD344,2,2.0,0
BD345,2,0.0,0
BD346,2,0.0,0
BD347,2,0.0,1
BD348,2,0.0,0
BD349,2,0.0,0
BD350,2,0.0,0
BD351,2,0.0,0
BD352,2,0.0,0
BD353,2,0.0,0
BD354,4,0.0,0
BD355,2,0.0,0
BD356,2,0.0,0
BD357,2,0.0,0
BD358,2,0.0,0
BD359,2,0.0,0
BD360,2,0.0,0
BD361,2,0.0,0
BD362,2,0.0,0
BD363,1,0.0,0
BD364,2,0.0,0
BD365,2,0.0,0
BD366,2,0.0,0
BD367,2,0.0,0
BD368,2,0.0,0
BD369,2,0.0,0
BD370,2,0.0,0
BD371,2,0.0,0
BD372,2,0.0,0
BD373,3,0.0,0
BD374,2,0.0,0
BD375,2,0.0,0
BD376,1,0.0,0
BD377,2,0.0,0
BD378,2,0.0,0
BD379,2,0.0,0
BD380,2,1.0,0
BD381,2,0.0,0
BD382,2,0.0,0
BD383,2,0.0,0
BD384,2,0.0,0
BD385,2,0.0,0
BD386,2,0.0,0
BD387,1,0.0,0
BD388,2,0.0,0
BD389,2,0.0,0
BD390,2,0.0,0
BD391,2,0.0,0
BD392,2,0.0,0
BD393,2,0.0,0
BD394,2,0.0,0
BD395,2,1.0,0
BD396,2,2.0,0
BD397,1,0.0,0
BD398,2,0.0,0
BD399,2,0.0,0
BD400,2,0.0,0
BD401,2,0.0,0
BD402,2,0.0,0
BD403,2,0.0,0
BD404,2,0.0,0
BD405,2,0.0,0
BD406,3,0.0,0
BD407,1,0.0,0
BD408,2,0.0,0
BD409,2,0.0,0
BD410,2,0.0,0
BD411,2,0.0,0
BD412,2,2.0,0
BD413,2,0.0,0
BD414,2,0.0,0
BD415,2,0.0,0
BD416,2,0.0,0
BD417,2,0.0,0
BD418,2,2.0,0
BD419,2,0.0,0
BD420,1,0.0,0
BD421,2,0.0,0
BD422,2,0.0,0
BD423,3,0.0,0
BD424,1,0.0,0
BD425,2,0.0,0
BD426,2,0.0,0
BD427,3,0.0,0
BD428,1,0.0,0
BD429,2,0.0,0
BD430,2,0.0,0
BD431,2,0.0,0
BD432,2,0.0,0
BD433,2,0.0,0
BD434,2,2.0,0
BD435,2,0.0,0
BD436,2,0.0,0
BD437,1,0.0,0
BD438,2,0.0,0
BD439,2,2.0,0
BD440,2,2.0,0
BD441,2,0.0,0
BD442,2,1.0,0
BD443,2,0.0,0
BD444,2,0.0,0
BD445,2,0.0,0
BD446,2,0.0,0
BD447,2,0.0,0
BD448,2,0.0,0
BD449,2,0.0,0
BD450,2,0.0,0
BD451,1,0.0,0
BD452,2,0.0,0
BD453,2,0.0,0
BD454,2,0.0,0
BD455,2,0.0,0
BD456,2,0.0,0
BD457,2,0.0,0
BD458,1,0.0,0
BD459,2,0.0,0
BD460,2,0.0,0
BD461,2,0.0,0
BD462,2,0.0,0
BD463,2,0.0,0
BD464,2,0.0,0
BD465,2,0.0,0
BD466,2,0.0,0
BD467,2,0.0,0
BD468,2,0.0,0
BD469,2,0.0,0
BD470,2,0.0,0
BD471,2,0.0,0
BD472,1,0.0,0
BD473,2,0.0,0
BD474,2,0.0,0
BD475,2,1.0,0
BD476,2,0.0,0
BD477,1,0.0,0
BD478,2,0.0,0
BD479,1,0.0,0
BD480,1,0.0,0
BD481,2,0.0,0
BD482,3,1.0,0
BD483,2,0.0,0
BD484,2,2.0,0
BD485,2,0.0,0
BD486,2,2.0,0
BD487,2,0.0,0
BD488,2,0.0,0
BD489,2,0.0,0
BD490,2,0.0,0
BD491,2,0.0,0
BD492,2,0.0,0
BD493,3,0.0,0
BD494,2,0.0,0
BD495,2,0.0,0
BD496,2,1.0,0
BD497,2,1.0,0
BD498,2,0.0,0
BD499,2,0.0,0
BD500,2,0.0,0
BD501,2,0.0,0
BD502,2,0.0,0
BD503,2,0.0,0
BD504,2,0.0,0
BD505,2,1.0,0
BD506,2,0.0,0
BD507,3,0.0,0
BD508,2,0.0,0
BD509,2,0.0,0
BD510,2,1.0,0
BD511,2,2.0,0
BD512,2,0.0,0
BD513,2,0.0,0
BD514,2,0.0,0
BD515,2,0.0,0
BD516,2,0.0,0
BD517,2,0.0,1
BD518,2,2.0,0
BD519,2,0.0,0
BD520,2,0.0,0
BD521,2,1.0,1
BD522,2,0.0,0
BD523,2,2.0,0
BD524,1,2.0,0
BD525,1,0.0,0
BD526,2,1.0,0
BD527,2,0.0,0
BD528,2,0.0,0
BD529,2,0.0,0
BD530,2,0.0,0
BD531,2,0.0,0
BD532,2,0.0,0
BD533,2,0.0,0
BD534,2,0.0,0
BD535,2,0.0,0
BD536,2,0.0,0
BD537,2,0.0,0
BD538,2,0.0,0
BD539,2,0.0,0
BD540,2,0.0,0
BD541,2,0.0,0
BD542,2,0.0,0
BD543,2,0.0,0
BD544,2,0.0,0
BD545,2,0.0,0
BD546,2,0.0,0
BD547,2,0.0,0
BD548,1,0.0,0
BD549,2,0.0,0
BD550,2,2.0,0
BD551,2,0.0,0
BD552,2,0.0,0
BD553,2,0.0,0
BD554,2,0.0,0
BD555,2,0.0,0
BD556,2,0.0,0
BD557,2,1.0,0
BD558,2,2.0,0
BD559,2,0.0,0
BD560,2,0.0,0
BD561,2,0.0,0
BD562,2,2.0,0
BD563,2,0.0,0
BD564,2,0.0,0
BD565,2,0.0,1
BD566,1,0.0,0
BD567,2,2.0,0
BD568,1,0.0,0
BD569,2,0.0,0
BD570,2,0.0,1
BD571,2,0.0,0
BD572,2,0.0,0
BD573,2,0.0,0
BD574,2,0.0,0
BD575,2,0.0,0
BD576,2,0.0,0
BD577,2,2.0,0
BD578,2,0.0,0
BD579,2,0.0,0
BD580,2,2.0,0
BD581,2,0.0,0
BD582,2,0.0,0
BD583,2,0.0,0
BD584,2,1.0,0
BD585,2,2.0,0
BD586,2,0.0,1
BD587,2,0.0,0
BD588,2,0.0,0
BD589,2,1.0,0
BD590,2,0.0,0
BD591,2,1.0,0
BD592,2,0.0,0
BD593,2,0.0,0
BD594,2,1.0,0
BD595,2,0.0,0
BD596,2,0.0,0
BD597,2,0.0,0
BD598,2,0.0,0
BD599,2,0.0,0
BD600,1,0.0,0
BD601,2,0.0,0
BD602,2,2.0,0
BD603,2,0.0,0
BD604,3,0.0,0
BD605,3,0.0,0
BD606,2,0.0,0
BD607,3,0.0,0
BD608,2,0.0,0
BD609,2,1.0,0
BD610,2,0.0,0
BD611,2,0.0,0
BD612,2,0.0,0
BD613,2,0.0,0
BD614,2,1.0,0
BD615,2,2.0,0
BD616,2,0.0,0
BD617,2,0.0,0
BD618,2,2.0,0
BD619,2,0.0,0
BD620,2,0.0,0
BD621,2,0.0,0
BD622,1,0.0,0
BD623,2,0.0,0
BD624,2,0.0,0
BD625,2,0.0,0
BD626,2,0.0,0
BD627,2,2.0,0
BD628,2,0.0,0
BD629,2,0.0,0
BD630,2,0.0,0
BD631,2,0.0,0
BD632,3,0.0,0
BD633,2,0.0,0
BD634,2,0.0,0
BD635,2,0.0,0
BD636,2,0.0,0
BD637,2,0.0,0
BD638,2,0.0,0
BD639,2,0.0,0
BD640,2,0.0,0
BD641,2,2.0,0
BD642,2,0.0,0
BD643,2,0.0,0
BD644,2,0.0,0
BD645,2,0.0,0
BD646,3,0.0,0
BD647,2,0.0,0
BD648,2,0.0,0
BD649,2,0.0,0
BD650,2,0.0,0
BD651,2,0.0,0
BD652,2,0.0,0
BD653,2,0.0,0
BD654,2,0.0,0
BD655,2,0.0,0
BD656,2,0.0,0
BD657,2,0.0,0
BD658,2,0.0,0
BD659,2,2.0,0
BD660,2,0.0,0
BD661,2,0.0,0
BD662,2,0.0,0
BD663,2,0.0,0
BD664,3,0.0,0
BD665,2,1.0,0
BD666,2,0.0,0
BD667,2,0.0,0
BD668,2,0.0,0
BD669,2,0.0,0
BD670,2,0.0,0
BD671,2,0.0,0
BD672,2,0.0,0
BD673,2,0.0,0
BD674,2,0.0,0
BD675,2,0.0,0
BD676,2,0.0,0
BD677,2,0.0,0
BD678,2,0.0,0
BD679,2,1.0,0
BD680,2,0.0,0
BD681,2,0.0,0
BD682,2,2.0,0
BD683,2,2.0,0
BD684,2,0.0,0
BD685,2,0.0,0
BD686,2,0.0,0
BD687,2,0.0,0
BD688,2,0.0,0
BD689,2,0.0,0
BD690,2,0.0,0
BD691,2,0.0,0
BD692,2,0.0,0
BD693,2,0.0,0
BD694,1,0.0,0
BD695,3,0.0,0
BD696,2,0.0,0
BD697,2,0.0,0
BD698,1,0.0,0
BD699,2,0.0,0
BD700,2,0.0,0
BD701,2,0.0,0
BD702,2,0.0,0
BD703,2,0.0,0
BD704,2,1.0,0
BD705,3,0.0,0
BD706,2,0.0,0
BD707,2,0.0,0
BD708,2,0.0,0
BD709,2,0.0,0
BD710,2,0.0,0
BD711,2,1.0,0
BD712,2,0.0,0
BD713,3,0.0,0
BD714,2,1.0,0
BD715,2,0.0,0
BD716,2,2.0,0
BD717,2,0.0,0
BD718,2,0.0,0
BD719,2,0.0,0
BD720,2,0.0,0
BD721,2,0.0,0
BD722,2,0.0,0
BD723,2,2.0,0
BD724,2,0.0,0
BD725,2,2.0,0
BD726,1,0.0,0
BD727,2,0.0,0
BD728,2,0.0,0
BD729,2,0.0,0
BD730,2,0.0,0
BD731,2,0.0,0
BD732,2,0.0,0
BD733,2,0.0,0
BD734,2,0.0,0
BD735,2,0.0,0
BD736,2,0.0,0
BD737,2,0.0,0
BD738,2,1.0,0
BD739,2,0.0,0
BD740,2,0.0,0
BD741,2,0.0,0
BD742,2,0.0,0
BD743,2,1.0,0
BD744,2,0.0,0
BD745,2,0.0,0
BD746,2,0.0,0
BD747,2,0.0,0
BD748,2,0.0,0
BD749,2,0.0,0
BD750,2,0.0,0
BD751,3,0.0,0
BD752,2,0.0,0
BD753,2,0.0,0
BD754,2,0.0,0
BD755,2,0.0,0
BD756,2,0.0,0
BD757,2,0.0,0
BD758,2,0.0,0
BD759,2,0.0,0
BD760,2,1.0,0
BD761,2,1.0,0
BD762,2,0.0,0
BD763,2,2.0,0
BD764,2,0.0,0
BD765,2,0.0,0
BD766,2,0.0,0
BD767,2,0.0,0
BD768,2,0.0,0
BD769,2,0.0,0
BD770,2,0.0,0
BD771,2,0.0,0
BD772,2,0.0,0
BD773,2,0.0,0
BD774,2,0.0,0
BD775,2,0.0,0
BD776,2,0.0,0
BD777,2,0.0,0
BD778,2,0.0,0
BD779,2,0.0,0
BD780,3,0.0,0
BD781,2,0.0,0
BD782,2,2.0,0
BD783,2,0.0,0
BD784,2,0.0,0
BD785,2,0.0,0
BD786,2,0.0,0
BD787,2,0.0,0
BD788,2,0.0,0
BD789,2,0.0,0
BD790,2,0.0,0
BD791,2,0.0,0
BD792,2,0.0,0
BD793,2,0.0,0
BD794,2,0.0,0
BD795,1,0.0,0
BD796,1,0.0,0
BD797,2,0.0,0
BD798,2,0.0,0
BD799,3,1.0,0
BD800,2,0.0,0
BD801,2,0.0,0
BD802,2,0.0,0
BD803,2,2.0,0
BD804,2,1.0,0
BD805,2,0.0,0
BD806,2,0.0,0
BD807,2,0.0,0
BD808,2,0.0,0
BD809,2,0.0,0
BD810,2,0.0,0
BD811,2,0.0,0
BD812,2,0.0,0
BD813,2,0.0,0
BD814,1,0.0,0
BD815,2,0.0,0
BD816,2,2.0,0
BD817,2,0.0,0
BD818,2,0.0,0
BD819,2,0.0,0
BD820,1,0.0,0
BD821,2,0.0,0
BD822,2,0.0,0
BD823,2,0.0,0
BD824,2,0.0,0
BD825,2,0.0,0
BD826,2,0.0,0
BD827,2,0.0,0
BD828,2,2.0,0
BD829,2,0.0,0
BD830,2,0.0,0
BD831,2,0.0,0
BD832,2,0.0,0
BD833,2,0.0,0
BD834,2,0.0,0
BD835,2,0.0,0
BD836,1,0.0,0
BD837,2,2.0,0
BD838,2,0.0,0
BD839,1,0.0,0
BD840,2,0.0,0
BD841,2,0.0,0
BD842,2,0.0,0
BD843,2,0.0,0
BD844,2,0.0,0
BD845,2,0.0,0
BD846,2,0.0,0
BD847,2,0.0,0
BD848,2,0.0,0
BD849,2,0.0,0
BD850,2,2.0,0
BD851,2,0.0,0
BD852,2,0.0,0
BD853,2,2.0,0
BD854,2,0.0,0
BD855,2,0.0,0
BD856,2,2.0,0
BD857,2,2.0,0
BD858,2,0.0,0
BD859,2,0.0,0
BD860,2,0.0,0
BD861,2,1.0,0
BD862,3,0.0,0
BD863,2,0.0,0
BD864,2,0.0,0
BD865,2,0.0,0
BD866,2,2.0,0
BD867,2,1.0,0
BD868,2,2.0,0
BD869,1,0.0,0
BD870,2,0.0,0
BD871,2,0.0,0
BD872,2,0.0,0
BD873,2,0.0,0
BD874,3,0.0,0
BD875,2,1.0,0
BD876,2,0.0,0
BD877,2,0.0,0
BD878,2,0.0,0
BD879,2,0.0,0
BD880,2,0.0,0
BD881,2,0.0,0
BD882,2,2.0,0
BD883,2,0.0,0
BD884,2,0.0,0
BD885,2,0.0,0
BD886,2,0.0,0
BD887,2,2.0,0
BD888,2,0.0,0
BD889,2,0.0,1
BD890,1,0.0,0
BD891,2,0.0,0
BD892,2,0.0,0
BD893,2,0.0,0
BD894,2,0.0,0
BD895,2,0.0,0
BD896,1,0.0,0
BD897,2,0.0,0
BD898,2,0.0,1
BD899,2,0.0,0
BD900,2,0.0,0
BD901,2,0.0,0
BD902,2,0.0,0
BD903,2,0.0,0
BD904,2,0.0,0
BD905,2,0.0,0
BD906,2,0.0,0
BD907,3,0.0,0
BD908,2,0.0,0
BD909,2,0.0,0
BD910,2,0.0,0
BD911,2,0.0,0
BD912,2,0.0,0
BD913,2,0.0,0
BD914,2,0.0,0
BD915,2,0.0,0
BD916,2,0.0,0
BD917,2,0.0,0
BD918,3,0.0,0
BD919,2,0.0,1
BD920,2,0.0,0
BD921,1,0.0,0
BD922,2,0.0,0
BD923,2,0.0,0
BD924,2,0.0,0
BD925,2,2.0,0
BD926,2,0.0,0
BD927,2,0.0,0
BD928,2,0.0,0
BD929,3,0.0,0
BD930,2,0.0,0
BD931,2,0.0,0
BD932,2,0.0,0
BD933,3,1.0,0
BD934,2,0.0,0
BD935,2,0.0,0
BD936,2,2.0,0
BD937,2,1.0,0
BD938,2,0.0,0
BD939,2,0.0,0
BD940,2,0.0,0
BD941,2,0.0,0
BD942,2,0.0,0
BD943,2,2.0,0
BD944,2,0.0,0
BD945,2,0.0,0
BD946,2,0.0,0
BD947,2,0.0,0
BD948,2,0.0,0
BD949,2,0.0,0
BD950,2,2.0,0
BD951,2,1.0,1
BD952,2,0.0,0
BD953,2,0.0,0
BD954,2,0.0,0
BD955,2,0.0,0
BD956,2,0.0,0
BD957,2,0.0,0
BD958,2,0.0,0
BD959,2,0.0,0
BD960,2,0.0,0
BD961,2,2.0,0
BD962,2,0.0,0
BD963,2,0.0,0
BD964,2,0.0,0
BD965,2,0.0,0
BD966,2,0.0,0
BD967,2,0.0,0
BD968,2,0.0,0
BD969,2,0.0,0
BD970,2,0.0,0
BD971,2,2.0,0
BD972,2,2.0,0
BD973,2,2.0,0
BD974,2,0.0,0
BD975,2,0.0,1
BD976,2,0.0,0
BD977,2,0.0,0
BD978,2,0.0,0
BD979,2,0.0,0
BD980,2,0.0,0
BD981,2,0.0,0
BD982,1,0.0,0
BD983,2,0.0,0
BD984,2,0.0,0
BD985,2,0.0,0
BD986,2,0.0,0
BD987,2,1.0,0
BD988,2,0.0,0
BD989,2,0.0,0
BD990,2,0.0,0
BD991,2,0.0,0
BD992,2,0.0,0
BD993,1,0.0,0
BD994,2,0.0,0
BD995,2,0.0,0
BD996,2,0.0,0
BD997,2,0.0,0
BD998,2,1.0,1
BD999,2,0.0,0
BD1000,2,0.0,0
BD1001,2,2.0,0
BD1002,2,0.0,0
BD1003,2,0.0,0
BD1004,2,0.0,0
BD1005,2,0.0,0
BD1006,1,0.0,0
BD1007,2,0.0,0
BD1008,2,1.0,0
BD1009,2,0.0,0
BD1010,2,0.0,0
BD1011,2,0.0,0
BD1012,2,0.0,0
BD1013,2,0.0,0
BD1014,2,0.0,0
BD1015,2,0.0,0
BD1016,2,0.0,0
BD1017,2,0.0,0
BD1018,2,0.0,0
BD1019,2,0.0,0
BD1020,2,1.0,0
BD1021,2,0.0,0
BD1022,2,2.0,0
BD1023,4,0.0,0
BD1024,2,0.0,1
BD1025,2,0.0,0
BD1026,2,0.0,0
BD1027,2,0.0,0
BD1028,2,0.0,0
BD1029,2,0.0,0
BD1030,2,0.0,0
BD1031,2,0.0,0
BD1032,2,0.0,0
BD1033,2,0.0,0
BD1034,2,0.0,0
BD1035,2,0.0,0
BD1036,1,0.0,0
BD1037,2,0.0,0
BD1038,2,0.0,0
BD1039,2,0.0,0
BD1040,1,1.0,0
BD1041,2,0.0,0
BD1042,2,0.0,0
BD1043,2,0.0,0
BD1044,3,0.0,0
BD1045,2,0.0,0
BD1046,2,0.0,0
BD1047,2,0.0,0
BD1048,2,0.0,0
BD1049,2,0.0,0
BD1050,2,0.0,0
BD1051,2,0.0,0
BD1052,2,0.0,0
BD1053,2,1.0,0
BD1054,2,1.0,0
BD1055,2,0.0,0
BD1056,2,2.0,0
BD1057,2,0.0,0
BD1058,2,0.0,0
BD1059,1,0.0,0
BD1060,2,0.0,1
BD1061,2,0.0,0
BD1062,2,0.0,0
BD1063,2,0.0,0
BD1064,2,0.0,0
BD1065,2,0.0,0
BD1066,2,0.0,0
BD1067,2,0.0,0
BD1068,1,0.0,0
BD1069,2,0.0,0
BD1070,2,0.0,0
BD1071,2,0.0,0
BD1072,2,0.0,0
BD1073,2,0.0,0
BD1074,2,0.0,0
BD1075,3,0.0,0
BD1076,2,0.0,0
BD1077,2,0.0,0
BD1078,2,0.0,0
BD1079,2,0.0,0
BD1080,2,0.0,0
BD1081,2,1.0,1
BD1082,2,0.0,0
BD1083,2,0.0,0
BD1084,2,0.0,0
BD1085,2,0.0,0
BD1086,2,0.0,0
BD1087,2,0.0,0
BD1088,1,0.0,0
BD1089,2,1.0,0
BD1090,2,0.0,1
BD1091,1,0.0,0
BD1092,2,0.0,0
BD1093,2,0.0,0
BD1094,2,2.0,0
BD1095,2,0.0,0
BD1096,2,0.0,0
BD1097,2,0.0,0
BD1098,2,0.0,0
BD1099,3,0.0,0
BD1100,2,0.0,0
BD1101,2,2.0,0
BD1102,2,0.0,0
BD1103,2,0.0,0
BD1104,3,0.0,0
BD1105,2,0.0,0
BD1106,2,0.0,0
BD1107,2,0.0,0
BD1108,2,0.0,0
BD1109,2,0.0,0
BD1110,2,0.0,0
BD1111,3,0.0,0
BD1112,2,1.0,0
BD1113,2,0.0,0
BD1114,2,0.0,0
BD1115,2,0.0,0
BD1116,2,2.0,0
BD1117,2,0.0,0
BD1118,2,0.0,0
BD1119,2,0.0,0
BD1120,2,2.0,0
BD1121,2,0.0,0
BD1122,2,0.0,0
BD1123,2,0.0,1
BD1124,3,0.0,0
BD1125,3,0.0,0
BD1126,2,0.0,0
BD1127,2,0.0,0
BD1128,2,0.0,0
BD1129,2,0.0,0
BD1130,3,0.0,0
BD1131,2,0.0,0
BD1132,2,0.0,0
BD1133,3,0.0,0
BD1134,2,0.0,0
BD1135,2,0.0,0
BD1136,2,0.0,0
BD1137,2,0.0,0
BD1138,2,0.0,0
BD1139,2,1.0,0
BD1140,2,0.0,0
BD1141,2,0.0,0
BD1142,2,0.0,0
BD1143,3,1.0,0
BD1144,2,0.0,0
BD1145,2,0.0,0
BD1146,2,1.0,0
BD1147,2,0.0,0
BD1148,2,0.0,0
BD1149,2,0.0,0
BD1150,1,0.0,0
BD1151,1,0.0,0
